unidade,mes,tipo_exame,pacientes_dia,exames_realizados,turno_mais_movimentado,temp_medio_exame,protocolo_emergencia,direcao_centrifuga,quantidade_refrigeradores,alinhamento_refrigeradores,cor_parede_laboratorio,cor_parede_coleta,aromatizador_eucalipto,cheiro_ambiente,musica_ambiente,cor_jaleco_funcionario,elemento_decorativo,janela_virada_para,hora_inicio_turno,cpf_biomedico,mes_nascimento_biomedico,dia_fechamento,chefe_setor,tipo_refrigeracao,tempo_entrega_resultado
Unidade E,dez/2024,imagem,49,69,tarde,16.6,,leste,2,dispersos,branca,verde,sim,eucalipto,nenhuma,azul_bebe,cacto,leste,10,64434885884,jan,4,Marcos,umida,35.27
Unidade A,jan/2024,covid,63,55,tarde,15.5,não,oeste,2,dispersos,cinza,roxa,não,nenhum,nenhuma,branco,samambaia,norte,6,55761974976,fev,10,Carlos,climatizada,28.3
Unidade E,dez/2025,genético,54,58,tarde,17.8,não,sul,1,em_L,grafite,laranja,não,café,jazz,vinho,vaso_bambu,sul,11,98911122408,out,7,Carlos,controlada,40.44
Unidade F,mar/2024,urina,50,60,manhã,17.6,não,sul,1,dispersos,amarela,branca,não,café,jazz,vinho,cacto,oeste,10,65851961878,dez,27,Marcos,umida,23.25
Unidade B,jan/2024,genético,50,49,tarde,,não,sul,1,em_L,verde,azul_cobalto,não,café,rock,branco,vaso_bambu,sul,8,20068995188,set,18,Julia,controlada,43.53
Unidade E,jul/2025,urina,33,57,tarde,14.4,,norte,1,lado_a_lado,cinza,verde,não,nenhum,nenhuma,branco,cacto,nenhuma,8,48745033450,fev,23,Eduardo,umida,20.66
Unidade A,jan/2025,hormonal,61,70,manhã,15.2,,sul,1,dispersos,laranja,roxa,não,lavanda,rock,branco,vaso_bambu,leste,7,59614597309,jun,7,Bianca,climatizada,29.36
Unidade A,out/2024,,69,61,manhã,16.7,não,leste,3,lado_a_lado,branca,laranja,não,café,rock,verde_limao,vaso_bambu,leste,8,65274864531,ago,27,Julia,controlada,27.03
Unidade F,mai/2025,imagem,44,75,manhã,18.3,,norte,1,dispersos,vinho,amarela,não,lavanda,nenhuma,azul_bebe,cacto,leste,7,89628797955,ago,26,Eduardo,controlada,35.85
Unidade F,mai/2025,sangue,38,69,manhã,,sim,norte,3,em_L,cinza,amarela,sim,lavanda,rock,azul_bebe,vaso_bambu,oeste,8,34518194926,jan,27,Carlos,climatizada,27.7
Unidade F,jul/2024,imagem,58,48,tarde,19.0,sim,sul,1,lado_a_lado,amarela,amarela,sim,lavanda,rock,vinho,nenhum,sul,11,17767897474,dez,22,Ana,seca,47.29
Unidade D,mar/2025,urina,51,76,noite,17.3,não,oeste,1,em_L,cinza,laranja,não,lavanda,jazz,branco,nenhum,nenhuma,12,20951279401,out,17,Bianca,climatizada,23.78
Unidade A,mar/2025,sangue,62,68,noite,24.1,não,sul,4,dispersos,amarela,branca,sim,café,nenhuma,verde_limao,nenhum,sul,7,88438148357,jun,15,José,seca,26.0
Unidade D,ago/2024,covid,39,44,tarde,14.5,não,sul,1,dispersos,grafite,laranja,sim,eucalipto,nenhuma,vinho,vaso_bambu,sul,10,74403351863,abr,16,Eduardo,umida,25.92
Unidade D,mai/2024,hormonal,51,66,tarde,18.9,não,sul,1,lado_a_lado,GRAFITE #007,amarela,não,café,nenhuma,azul_bebe,vaso_bambu,sul,10,54674917497,mai,16,Julia,controlada,33.3
Unidade C,jul/2024,hormonal,43,34,tarde,23.7,não,leste,1,lado_a_lado,branca,laranja,não,eucalipto,rock,verde_limao,cacto,oeste,12,60675788518,nov,29,Eduardo,seca,36.71
Unidade D,ago/2024,imagem,56,45,noite,,,leste,3,lado_a_lado,azul,amarela,não,lavanda,nenhuma,vinho,cacto,oeste,5,12911316868,mar,14,Carlos,umida,33.23
Unidade A,nov/2024,genético,47,68,tarde,16.9,sim,norte,1,lado_a_lado,amarela,roxa,não,lavanda,rock,verde_limao,nenhum,sul,12,68961793973,jun,9,José,umida,54.47
Unidade D,jun/2025,genético,46,70,tarde,16.2,não,leste,1,em_L,amarela,azul_cobalto,não,lavanda,pagode_90s,verde_limao,vaso_bambu,norte,12,59339136028,fev,26,Nina,controlada,46.06
Unidade A,abr/2024,covid,38,77,manhã,14.3,não,oeste,1,em_L,laranja,azul_cobalto,não,nenhum,rock,vinho,samambaia,oeste,5,52449254902,fev,7,1234,controlada,25.54
Unidade E,nov/2024,alergia,57,75,tarde,17.9,não,leste,4,dispersos,vinho,verde,não,eucalipto,rock,azul_bebe,cacto,sul,12,44368839637,jun,29,1234,controlada,37.44
Unidade E,nov/2025,imagem,64,72,manhã,23.4,não,oeste,4,em_L,amarela,branca,sim,café,nenhuma,verde_limao,samambaia,oeste,11,97407878821,mai,9,Ana,climatizada,40.39
Unidade A,mai/2025,,52,81,tarde,17.0,não,norte,1,lado_a_lado,verde,amarela,não,nenhum,jazz,vinho,vaso_bambu,sul,8,99281128561,ago,31,Eduardo,climatizada,36.67
Unidade A,abr/2025,urina,36,60,tarde,20.3,,sul,3,dispersos,verde,branca,não,lavanda,rock,branco,vaso_bambu,leste,8,46126587506,nov,14,Ana,seca,33.22
Unidade B,mar/2024,alergia,41,56,manhã,17.0,não,oeste,4,lado_a_lado,branca,roxa,sim,café,rock,vinho,nenhum,leste,7,55301401702,jan,17,Nina,controlada,35.91
Unidade C,jun/2025,covid,33,55,noite,23.2,não,leste,4,dispersos,branca,azul_cobalto,não,eucalipto,rock,azul_bebe,vaso_bambu,leste,7,96952062829,dez,24,Ana,controlada,29.12
Unidade E,jul/2024,sangue,51,56,noite,14.1,sim,norte,2,dispersos,branca,laranja,não,café,nenhuma,branco,nenhum,nenhuma,12,19325390383,nov,18,Nina,controlada,32.87
Unidade F,dez/2024,genético,57,47,tarde,22.0,não,oeste,2,lado_a_lado,laranja,branca,não,eucalipto,pagode_90s,vinho,samambaia,nenhuma,5,87261155157,abr,12,Julia,climatizada,45.38
Unidade D,mai/2025,imagem,53,78,tarde,10.5,não,oeste,3,em_L,laranja,laranja,não,eucalipto,nenhuma,azul_bebe,cacto,oeste,7,24910960802,mar,4,Julia,controlada,34.7
Unidade E,mar/2024,genético,57,68,noite,11.3,não,norte,1,lado_a_lado,laranja,roxa,não,café,nenhuma,branco,vaso_bambu,oeste,8,88714007752,ago,29,Ana,climatizada,45.45
Unidade A,out/2025,imagem,40,53,manhã,21.2,não,norte,1,em_L,laranja,roxa,não,eucalipto,rock,azul_bebe,cacto,sul,10,56083096514,nov,17,Marcos,seca,36.75
Unidade C,jul/2025,alergia,62,65,manhã,18.9,não,leste,1,em_L,vinho,laranja,sim,nenhum,nenhuma,verde_limao,nenhum,norte,11,47373570238,mar,18,Ana,seca,38.54
Unidade F,jan/2024,covid,55,56,manhã,12.3,não,norte,2,dispersos,laranja,roxa,não,eucalipto,nenhuma,vinho,nenhum,oeste,12,97831186846,ago,7,Ana,seca,21.8
Unidade A,jan/2025,imagem,54,65,tarde,-16.6,não,oeste,2,dispersos,azul,amarela,não,lavanda,nenhuma,verde_limao,samambaia,sul,6,31111099996,dez,5,José,umida,38.35
Unidade F,fev/2025,genético,51,77,manhã,21.5,não,oeste,1,em_L,branca,verde,sim,eucalipto,rock,branco,samambaia,norte,6,14015477177,set,11,Julia,seca,46.75
Unidade C,out/2024,alergia,43,48,tarde,20.2,não,leste,3,em_L,azul,branca,não,eucalipto,rock,vinho,cacto,norte,8,92797538318,abr,2,Nina,umida,40.25
Unidade D,nov/2025,sangue,46,87,manhã,18.0,não,oeste,2,dispersos,azul_cobalto,azul_cobalto,não,nenhum,pagode_90s,verde_limao,samambaia,oeste,6,44519847491,mar,23,Marcos,seca,24.24
Unidade C,nov/2025,,37,74,manhã,24.7,não,norte,4,em_L,amarela,roxa,não,café,rock,branco,samambaia,leste,10,28934856980,nov,29,Marcos,umida,25.8
Unidade A,mai/2025,alergia,45,65,manhã,,não,sul,1,dispersos,azul,verde,não,nenhum,rock,azul_bebe,cacto,oeste,10,12133795375,abr,3,Carlos,umida,37.33
Unidade D,dez/2025,urina,44,80,manhã,18.5,não,oeste,4,em_L,cinza,laranja,não,lavanda,nenhuma,azul_bebe,cacto,nenhuma,12,88095792475,fev,7,Eduardo,controlada,19.79
Unidade B,jun/2024,covid,48,76,noite,20.9,não,oeste,2,em_L,GRAFITE #007,azul_cobalto,não,café,jazz,azul_bebe,samambaia,nenhuma,11,76976666066,jul,21,José,seca,30.35
Unidade D,dez/2024,genético,40,60,manhã,14.9,não,leste,3,dispersos,grafite,branca,não,nenhum,rock,vinho,nenhum,sul,7,14018069077,set,25,Julia,climatizada,42.18
Unidade C,abr/2024,urina,42,61,noite,20.6,sim,sul,3,dispersos,cinza,branca,não,café,jazz,azul_bebe,samambaia,norte,7,32230039727,jul,18,Julia,climatizada,33.38
Unidade B,mar/2024,urina,45,60,tarde,18.1,não,oeste,3,em_L,amarela,branca,não,lavanda,jazz,azul_bebe,vaso_bambu,leste,6,17482116032,jan,23,Carlos,controlada,22.33
Unidade C,jul/2024,urina,47,54,noite,21.9,não,oeste,4,em_L,laranja,branca,não,lavanda,jazz,azul_bebe,samambaia,leste,11,92586331409,jan,13,Nina,umida,26.86
Unidade B,ago/2025,urina,41,61,noite,19.5,não,oeste,4,dispersos,grafite,verde,não,nenhum,jazz,azul_bebe,nenhum,norte,6,37818437264,ago,17,Marcos,umida,24.66
Unidade E,dez/2025,alergia,48,54,manhã,16.2,não,sul,4,lado_a_lado,amarela,azul_cobalto,não,eucalipto,rock,vinho,cacto,oeste,7,83691850543,mai,28,José,seca,38.4
Unidade A,jan/2025,sangue,51,53,tarde,24.4,não,leste,1,lado_a_lado,verde,roxa,não,café,jazz,azul_bebe,cacto,norte,10,30922232422,nov,21,Ana,climatizada,23.13
Unidade E,jan/2025,sangue,51,68,tarde,16.9,não,oeste,1,lado_a_lado,amarela,amarela,não,café,nenhuma,verde_limao,samambaia,norte,7,15904644224,jul,1,Julia,climatizada,24.68
Unidade A,jul/2025,genético,53,74,tarde,,sim,oeste,3,lado_a_lado,cinza,azul_cobalto,não,eucalipto,rock,verde_limao,samambaia,norte,6,38628103321,nov,21,Bianca,seca,54.02
Unidade E,dez/2025,sangue,57,63,manhã,18.0,,sul,2,dispersos,branca,amarela,não,lavanda,nenhuma,azul_bebe,cacto,leste,12,72057058536,fev,2,1234,climatizada,22.45
Unidade B,dez/2024,imagem,54,46,tarde,15.6,não,leste,1,lado_a_lado,amarela,azul_cobalto,não,eucalipto,nenhuma,vinho,cacto,nenhuma,7,63923556330,mai,23,Carlos,controlada,38.56
Unidade F,ago/2025,urina,49,61,manhã,12.7,não,leste,1,em_L,laranja,laranja,não,café,nenhuma,azul_bebe,cacto,oeste,11,62832567053,jan,26,Carlos,seca,16.31
Unidade F,abr/2024,hormonal,49,69,tarde,20.4,não,oeste,3,dispersos,azul,laranja,não,café,nenhuma,azul_bebe,cacto,oeste,10,71140373581,set,24,Marcos,controlada,33.15
Unidade E,ago/2025,,54,75,manhã,26.2,,oeste,4,em_L,laranja,amarela,sim,lavanda,rock,verde_limao,cacto,nenhuma,7,34529473369,ago,25,Julia,controlada,25.35
Unidade C,mar/2025,sangue,52,65,noite,19.5,sim,oeste,1,dispersos,verde,amarela,não,café,rock,branco,nenhum,nenhuma,5,34190668331,mai,21,Carlos,controlada,35.52
Unidade D,dez/2024,,75,56,manhã,16.1,não,leste,2,dispersos,azul_cobalto,branca,não,lavanda,jazz,branco,cacto,oeste,12,53719631653,jan,14,José,controlada,37.29
Unidade D,mai/2024,imagem,43,63,manhã,18.7,não,oeste,1,dispersos,azul,roxa,não,lavanda,jazz,azul_bebe,vaso_bambu,leste,6,29122894619,jun,9,1234,climatizada,32.56
Unidade A,set/2024,,66,69,tarde,19.7,não,oeste,2,em_L,azul_cobalto,amarela,não,eucalipto,rock,azul_bebe,samambaia,nenhuma,5,62818834488,ago,27,Eduardo,umida,32.87
Unidade E,jan/2025,??!!##,43,56,tarde,16.0,não,leste,4,dispersos,verde,amarela,não,café,nenhuma,azul_bebe,cacto,norte,7,21627336913,mar,28,Marcos,seca,28.11
Unidade C,nov/2024,urina,48,68,tarde,23.7,não,leste,3,em_L,azul,azul_cobalto,não,nenhum,rock,branco,nenhum,leste,5,84664866218,set,27,Carlos,climatizada,23.71
Unidade B,ago/2024,sangue,37,63,tarde,24.2,não,norte,2,lado_a_lado,laranja,branca,sim,lavanda,rock,verde_limao,nenhum,leste,9,74639284194,out,15,Eduardo,climatizada,28.32
Unidade A,nov/2025,sangue,40,61,manhã,20.3,não,leste,1,em_L,branca,laranja,não,lavanda,rock,branco,vaso_bambu,norte,7,55032892539,jul,16,Marcos,climatizada,23.05
Unidade C,mai/2024,imagem,62,52,noite,18.4,não,sul,3,dispersos,amarela,amarela,não,eucalipto,jazz,branco,nenhum,sul,6,44116533562,jul,17,Marcos,umida,41.3
Unidade E,nov/2024,urina,53,61,manhã,18.4,,leste,4,lado_a_lado,verde,laranja,sim,lavanda,nenhuma,verde_limao,nenhum,sul,10,73321527351,mai,31,Ana,climatizada,17.34
Unidade B,jan/2024,urina,45,66,manhã,14.9,não,sul,4,em_L,azul_cobalto,verde,não,nenhum,nenhuma,vinho,nenhum,norte,9,72507383063,abr,5,José,seca,18.79
Unidade E,jan/2025,,50,64,manhã,12.8,não,leste,4,lado_a_lado,grafite,amarela,não,eucalipto,rock,verde_limao,cacto,norte,10,60334243697,dez,31,Eduardo,umida,36.03
Unidade A,mar/2024,urina,38,62,noite,12.3,não,norte,1,dispersos,branca,verde,não,eucalipto,nenhuma,branco,nenhum,nenhuma,11,34800926171,out,24,Eduardo,climatizada,21.43
Unidade F,mar/2025,,54,52,manhã,19.6,não,leste,3,em_L,cinza,azul_cobalto,não,café,nenhuma,branco,nenhum,norte,10,55414733717,jul,26,Nina,climatizada,22.24
Unidade C,jul/2024,sangue,57,58,manhã,,,norte,1,lado_a_lado,amarela,amarela,não,lavanda,jazz,verde_limao,nenhum,oeste,10,24127743600,ago,11,Nina,climatizada,22.86
Unidade E,jul/2024,urina,71,65,manhã,19.4,não,oeste,3,dispersos,cinza,amarela,não,café,rock,azul_bebe,nenhum,nenhuma,11,38552434587,jan,26,Nina,climatizada,24.63
Unidade E,out/2024,urina,43,56,tarde,19.8,não,leste,4,dispersos,azul_cobalto,azul_cobalto,não,lavanda,nenhuma,branco,cacto,oeste,5,36373507443,abr,11,Bianca,seca,27.48
Unidade C,dez/2025,covid,51,68,manhã,19.9,não,norte,1,em_L,azul_cobalto,amarela,sim,eucalipto,nenhuma,azul_bebe,nenhum,nenhuma,9,64673623824,fev,13,Ana,climatizada,28.76
Unidade E,set/2025,sangue,44,50,tarde,14.3,não,leste,4,em_L,cinza,amarela,não,café,jazz,vinho,samambaia,norte,5,39271600489,set,14,1234,umida,21.64
Unidade A,ago/2024,hormonal,49,71,tarde,15.4,não,norte,4,lado_a_lado,cinza,laranja,não,nenhum,jazz,vinho,samambaia,oeste,11,73177932979,jan,16,Carlos,umida,32.14
Unidade F,mai/2025,alergia,47,47,manhã,13.9,não,leste,2,lado_a_lado,cinza,roxa,não,nenhum,jazz,branco,vaso_bambu,oeste,12,17844598928,fev,31,Bianca,controlada,36.02
Unidade F,mai/2024,genético,48,75,manhã,18.0,não,oeste,1,em_L,amarela,verde,não,eucalipto,jazz,verde_limao,nenhum,oeste,11,80629917336,ago,1,Eduardo,seca,49.22
Unidade D,ago/2025,,50,42,noite,12.6,sim,norte,4,dispersos,branca,amarela,não,nenhum,jazz,verde_limao,vaso_bambu,oeste,11,51846330244,mar,21,José,seca,32.53
Unidade E,set/2025,sangue,35,54,tarde,15.5,não,oeste,4,dispersos,grafite,branca,não,café,nenhuma,azul_bebe,nenhum,nenhuma,8,88238333738,abr,21,Eduardo,controlada,22.99
Unidade A,abr/2025,urina,49,53,noite,17.9,não,sul,4,lado_a_lado,azul,laranja,sim,lavanda,pagode_90s,vinho,nenhum,nenhuma,5,93331819832,nov,7,Nina,controlada,24.63
Unidade D,ago/2025,imagem,55,52,manhã,15.2,,oeste,2,lado_a_lado,grafite,amarela,não,nenhum,nenhuma,azul_bebe,vaso_bambu,sul,12,71855441691,fev,3,Julia,climatizada,35.07
Unidade D,fev/2024,imagem,58,45,manhã,13.7,,sul,1,em_L,amarela,roxa,não,lavanda,rock,verde_limao,vaso_bambu,leste,9,34743108144,ago,13,Eduardo,controlada,33.39
Unidade E,jun/2024,urina,53,56,tarde,14.0,não,leste,2,em_L,laranja,amarela,não,eucalipto,rock,branco,nenhum,nenhuma,6,90287607236,mai,10,José,controlada,22.96
Unidade E,fev/2024,covid,42,49,manhã,20.9,não,oeste,2,lado_a_lado,branca,azul_cobalto,sim,eucalipto,rock,branco,samambaia,norte,7,92485521746,set,4,Nina,umida,27.69
Unidade C,mar/2025,urina,61,51,manhã,12.4,,leste,4,dispersos,verde,branca,não,nenhum,rock,vinho,nenhum,sul,11,23271902372,mai,26,Ana,climatizada,20.63
Unidade A,out/2024,,60,49,manhã,20.5,não,norte,2,dispersos,amarela,azul_cobalto,não,nenhum,nenhuma,verde_limao,nenhum,oeste,11,34157343365,out,25,Julia,controlada,26.23
Unidade B,out/2024,sangue,57,42,tarde,18.9,não,leste,4,dispersos,amarela,laranja,não,eucalipto,pagode_90s,vinho,samambaia,nenhuma,10,53973437407,jul,2,Marcos,climatizada,23.88
Unidade C,mai/2025,,52,66,manhã,9.5,não,oeste,4,lado_a_lado,verde,branca,não,lavanda,pagode_90s,verde_limao,cacto,nenhuma,8,57408143199,out,21,Carlos,climatizada,20.41
Unidade C,nov/2025,sangue,45,63,manhã,15.5,não,sul,2,dispersos,azul,azul_cobalto,não,lavanda,jazz,branco,vaso_bambu,oeste,7,94951288412,jul,21,1234,climatizada,23.4
Unidade F,mar/2025,sangue,61,49,manhã,17.5,sim,sul,4,dispersos,cinza,laranja,não,nenhum,jazz,verde_limao,samambaia,nenhuma,8,35424643336,set,6,Marcos,umida,32.36
Unidade D,mar/2024,hormonal,57,59,manhã,19.1,não,sul,1,em_L,grafite,amarela,não,nenhum,rock,verde_limao,nenhum,norte,7,56116675394,jan,22,1234,umida,31.82
Unidade D,jan/2025,imagem,46,51,manhã,24.2,não,sul,4,lado_a_lado,grafite,azul_cobalto,não,lavanda,nenhuma,verde_limao,nenhum,norte,11,14717738603,jul,26,José,umida,35.0
Unidade E,fev/2024,covid,43,65,noite,14.5,não,oeste,1,em_L,cinza,verde,não,lavanda,jazz,azul_bebe,nenhum,sul,8,61091578574,dez,9,Eduardo,seca,27.93
Unidade D,jun/2024,covid,46,78,manhã,16.5,sim,leste,1,lado_a_lado,amarela,amarela,sim,café,jazz,branco,vaso_bambu,leste,10,70004610228,nov,13,Ana,climatizada,30.91
Unidade E,fev/2024,sangue,41,55,noite,20.8,não,leste,1,lado_a_lado,vinho,branca,não,nenhum,nenhuma,vinho,cacto,leste,12,61405069885,jul,5,Bianca,climatizada,28.73
Unidade C,ago/2024,sangue,53,36,manhã,,não,oeste,4,dispersos,amarela,branca,não,eucalipto,jazz,vinho,nenhum,sul,8,26731821416,jun,22,Carlos,controlada,24.74
Unidade B,nov/2024,sangue,52,71,manhã,19.9,não,oeste,1,lado_a_lado,verde,azul_cobalto,não,eucalipto,jazz,vinho,cacto,nenhuma,9,14514386796,jun,28,Bianca,umida,24.88
Unidade A,jun/2024,imagem,53,56,noite,22.8,não,oeste,2,lado_a_lado,verde,amarela,sim,lavanda,nenhuma,azul_bebe,samambaia,oeste,7,22717188916,mar,21,Bianca,umida,38.61
Unidade B,mai/2024,sangue,39,69,manhã,,não,leste,1,lado_a_lado,azul_cobalto,verde,não,café,rock,branco,samambaia,norte,5,92685460510,mar,30,Eduardo,climatizada,28.64
Unidade D,set/2024,urina,43,55,noite,21.2,não,leste,1,lado_a_lado,azul,laranja,não,nenhum,rock,branco,samambaia,leste,8,62590788703,set,21,Marcos,seca,26.97
Unidade E,abr/2025,hormonal,52,50,tarde,17.7,não,leste,4,em_L,grafite,azul_cobalto,não,café,nenhuma,azul_bebe,cacto,nenhuma,5,56339531865,mai,1,Bianca,controlada,29.54
Unidade B,jul/2024,imagem,72,72,manhã,15.7,não,sul,3,lado_a_lado,azul,verde,não,nenhum,rock,azul_bebe,samambaia,norte,10,84568950582,jul,19,Eduardo,umida,32.41
Unidade D,mar/2024,urina,48,45,tarde,23.2,não,norte,1,em_L,laranja,azul_cobalto,não,nenhum,rock,azul_bebe,nenhum,nenhuma,7,90574414029,mai,23,1234,controlada,25.86
Unidade D,jun/2025,genético,54,74,manhã,15.8,não,norte,4,em_L,azul_cobalto,verde,não,lavanda,nenhuma,branco,vaso_bambu,oeste,8,62105255212,fev,10,Ana,controlada,38.12
Unidade C,abr/2024,genético,60,59,manhã,14.1,não,oeste,4,lado_a_lado,vinho,branca,não,nenhum,jazz,branco,vaso_bambu,sul,7,50146862337,nov,8,1234,umida,40.21
Unidade F,nov/2024,genético,47,56,manhã,17.0,não,sul,4,em_L,vinho,branca,sim,lavanda,jazz,branco,vaso_bambu,nenhuma,7,61492617378,jun,26,Ana,controlada,41.98
Unidade E,fev/2025,sangue,26,36,tarde,19.2,não,sul,4,em_L,azul_cobalto,roxa,não,eucalipto,jazz,branco,nenhum,oeste,8,55839774621,mai,5,Julia,climatizada,22.37
Unidade C,fev/2025,sangue,54,64,noite,14.3,não,leste,1,dispersos,azul,branca,não,lavanda,nenhuma,branco,vaso_bambu,sul,10,42989707744,jun,14,Bianca,controlada,24.56
Unidade D,jan/2024,hormonal,42,49,tarde,16.2,não,sul,3,lado_a_lado,amarela,laranja,não,nenhum,rock,verde_limao,nenhum,oeste,8,19732447293,jun,20,Marcos,controlada,28.55
Unidade E,fev/2024,imagem,50,80,manhã,16.9,não,sul,4,lado_a_lado,amarela,roxa,não,eucalipto,rock,branco,cacto,leste,7,51000930172,set,19,Carlos,controlada,35.09
Unidade C,mai/2025,urina,63,73,manhã,13.5,sim,oeste,3,lado_a_lado,laranja,branca,não,nenhum,rock,azul_bebe,cacto,norte,7,76249502759,jun,2,Bianca,seca,27.16
Unidade A,jul/2024,sangue,47,58,tarde,16.6,não,norte,2,lado_a_lado,grafite,roxa,não,lavanda,jazz,vinho,vaso_bambu,sul,11,67158652664,dez,22,Carlos,umida,22.22
Unidade D,mar/2025,sangue,54,52,noite,24.2,não,oeste,3,dispersos,amarela,roxa,não,eucalipto,nenhuma,vinho,samambaia,nenhuma,9,10279732836,jan,9,Bianca,umida,28.66
Unidade D,fev/2024,,55,47,manhã,,sim,norte,2,dispersos,azul_cobalto,amarela,não,nenhum,jazz,vinho,samambaia,leste,12,87324563533,dez,4,Eduardo,controlada,33.56
Unidade D,jan/2025,urina,40,74,manhã,12.2,não,norte,4,em_L,amarela,roxa,não,nenhum,nenhuma,azul_bebe,samambaia,nenhuma,5,56598150044,ago,6,Bianca,climatizada,19.82
Unidade E,ago/2025,covid,58,74,noite,17.5,não,leste,4,em_L,azul,branca,não,café,nenhuma,vinho,samambaia,norte,10,21173206490,mai,10,Ana,seca,28.75
Unidade B,set/2024,,58,72,manhã,12.1,não,leste,4,lado_a_lado,verde,azul_cobalto,sim,lavanda,pagode_90s,vinho,cacto,oeste,6,93663922659,jan,29,Ana,climatizada,31.85
Unidade E,set/2025,genético,41,62,tarde,,não,norte,1,em_L,azul_cobalto,roxa,não,lavanda,pagode_90s,vinho,nenhum,nenhuma,12,34476203780,out,29,Eduardo,seca,38.47
Unidade C,out/2024,urina,66,57,noite,17.2,não,sul,3,dispersos,azul,azul_cobalto,não,nenhum,nenhuma,branco,nenhum,nenhuma,9,47800126583,nov,10,Julia,umida,21.58
Unidade A,mai/2024,hormonal,49,63,manhã,18.0,não,leste,1,dispersos,amarela,amarela,não,nenhum,rock,azul_bebe,samambaia,oeste,10,34860487503,ago,25,Nina,controlada,31.93
Unidade E,jan/2025,hormonal,54,55,manhã,21.4,,norte,3,lado_a_lado,azul,branca,não,nenhum,rock,azul_bebe,cacto,sul,5,89925656679,jun,4,Carlos,climatizada,31.75
Unidade A,dez/2024,hormonal,52,55,tarde,22.9,não,sul,4,dispersos,branca,amarela,não,eucalipto,rock,branco,samambaia,oeste,5,63319992109,jun,16,Carlos,seca,37.03
Unidade C,set/2025,alergia,41,79,manhã,6.6,não,sul,4,lado_a_lado,grafite,laranja,não,café,jazz,verde_limao,cacto,oeste,5,45321376140,mai,30,Bianca,umida,34.74
Unidade D,nov/2024,,50,55,tarde,,não,sul,4,dispersos,amarela,roxa,não,eucalipto,nenhuma,azul_bebe,cacto,leste,9,66992959633,jul,21,Nina,controlada,21.15
Unidade E,out/2024,alergia,51,63,tarde,14.9,não,norte,2,dispersos,cinza,branca,não,eucalipto,pagode_90s,verde_limao,samambaia,oeste,8,11291991798,mai,15,Ana,seca,39.03
Unidade B,abr/2025,urina,51,75,tarde,13.8,não,oeste,4,lado_a_lado,cinza,amarela,não,eucalipto,jazz,branco,samambaia,norte,5,30911084890,ago,18,Carlos,climatizada,21.21
Unidade F,jan/2025,urina,44,55,tarde,23.6,não,norte,1,lado_a_lado,vinho,amarela,sim,café,jazz,branco,cacto,norte,10,23084112492,jul,28,1234,climatizada,24.75
Unidade D,mai/2024,alergia,58,39,tarde,16.2,,sul,3,em_L,laranja,roxa,sim,eucalipto,nenhuma,azul_bebe,vaso_bambu,nenhuma,9,20568359090,mai,24,Ana,seca,41.53
Unidade C,mai/2025,hormonal,42,59,manhã,21.1,não,sul,4,em_L,grafite,verde,não,café,jazz,vinho,cacto,leste,10,38676665243,out,23,Carlos,controlada,31.75
Unidade A,set/2024,hormonal,44,71,manhã,20.3,não,oeste,3,dispersos,grafite,azul_cobalto,não,lavanda,jazz,vinho,vaso_bambu,leste,5,73333907835,mar,5,Ana,climatizada,31.68
Unidade A,set/2025,sangue,50,49,manhã,13.8,sim,oeste,1,em_L,branca,azul_cobalto,não,eucalipto,jazz,vinho,nenhum,norte,11,90207259682,nov,24,Ana,controlada,30.2
Unidade A,mai/2025,urina,49,72,manhã,10.4,não,oeste,2,em_L,cinza,azul_cobalto,sim,eucalipto,jazz,verde_limao,vaso_bambu,oeste,9,24025293431,mai,12,José,seca,21.02
Unidade E,set/2024,genético,49,38,tarde,9.4,não,oeste,2,em_L,vinho,azul_cobalto,não,nenhum,pagode_90s,vinho,nenhum,sul,12,81567368831,nov,29,Nina,climatizada,40.06
Unidade E,ago/2025,urina,47,66,tarde,19.5,sim,oeste,2,dispersos,grafite,laranja,sim,nenhum,nenhuma,verde_limao,samambaia,sul,7,89302047864,set,25,José,seca,35.67
Unidade D,dez/2025,genético,56,57,manhã,21.9,não,norte,2,em_L,azul_cobalto,roxa,não,café,nenhuma,branco,samambaia,nenhuma,11,98008231801,dez,22,Julia,climatizada,42.16
Unidade D,abr/2024,urina,48,61,manhã,19.6,não,norte,3,dispersos,azul_cobalto,laranja,não,eucalipto,pagode_90s,vinho,cacto,nenhuma,10,61859582573,ago,16,Eduardo,controlada,19.36
Unidade E,ago/2024,hormonal,45,42,manhã,12.8,,norte,1,dispersos,branca,verde,não,nenhum,rock,branco,nenhum,oeste,12,47664626167,ago,1,Marcos,controlada,30.53
Unidade B,dez/2024,hormonal,51,31,tarde,21.6,não,oeste,4,dispersos,branca,laranja,não,café,nenhuma,verde_limao,samambaia,nenhuma,5,83538762257,nov,9,Ana,controlada,32.42
Unidade E,mai/2024,sangue,53,68,tarde,12.8,não,leste,3,lado_a_lado,amarela,verde,não,nenhum,nenhuma,vinho,samambaia,leste,8,78936833361,set,14,Nina,seca,20.41
Unidade D,jan/2025,urina,39,60,noite,21.7,não,norte,4,dispersos,laranja,laranja,não,eucalipto,nenhuma,verde_limao,vaso_bambu,oeste,10,67505266523,ago,28,Julia,umida,23.1
